단지코드,단지명,시도,시군구,읍면동,법정동코드
A15772902,등촌우성102동,서울특별시,강서구,등촌동,1150010200
A13778208,서초네이처힐1단지,서울특별시,서초구,우면동,1165010300
A13821005,송파파인타운10단지,서울특별시,송파구,장지동,1171010900
A14281701,현대성우,서울특별시,강북구,미아동,1130510100
A10024813,롯데캐슬노블,서울특별시,강남구,역삼동,1168010100
A13986306,중계그린,서울특별시,노원구,중계동,1135010600
A12181404,도화현대홈타운,서울특별시,마포구,도화동,1144010400
A15681103,대방우정,서울특별시,동작구,대방동,1159010800
A15786420,염창신동아,서울특별시,강서구,염창동,1150010100
A12078707,홍제원현대임대,서울특별시,서대문구,홍제동,1141011100
A14319204,자양현대3차,서울특별시,광진구,자양동,1121510500
A13201001,도봉서광,서울특별시,도봉구,도봉동,1132010800
A13784907,방배신동아,서울특별시,서초구,방배동,1165010100
A10028086,위례 송파푸르지오,서울특별시,송파구,장지동,1171010900
A15095001,대림동현대,서울특별시,영등포구,대림동,1156013300
A10027920,텐즈힐1단지,서울특별시,성동구,하왕십리동,1120010200
A13606107,돈암삼성,서울특별시,성북구,돈암동,1129010300
A10027935,대림쌍용플래티넘S,서울특별시,영등포구,대림동,1156013300
A13606003,돈암일신건영휴먼빌,서울특별시,성북구,돈암동,1129010300
A15605102,본동한신휴플러스,서울특별시,동작구,본동,1159010400
A15186002,대학동현대(구신림9동),서울특별시,관악구,신림동,1162010200
A13982701,상계임광아파트관리사무소,서울특별시,노원구,상계동,1135010500
A10024642,사당진흥아파트,서울특별시,동작구,사당동,1159010700
A10024641,한남동현대하이페리온A,서울특별시,용산구,한남동,1117013100
A14010002,이안용산프리미어,서울특별시,용산구,문배동,1117012200
A10024801,황학코아루,서울특별시,중구,황학동,1114016500
A15780401,가양강나루현대,서울특별시,강서구,가양동,1150010400
A10024745,개봉역 센트레빌레우스,서울특별시,구로구,개봉동,1153010700
A15101903,건영3차아파트,서울특별시,관악구,신림동,1162010200
A10024501,논현 기린힐스,서울특별시,강남구,논현동,1168010800
A10024756,순화동포스코더샵,서울특별시,중구,순화동,1114016800
A15283902,신구로현대,서울특별시,구로구,구로동,1153010200
A10024422,강동리버스트6단지,서울특별시,강동구,강일동,1174011000
A15703004,등촌부영,서울특별시,강서구,등촌동,1150010200
A13677101,정릉2차 e편한세상,서울특별시,성북구,정릉동,1129013300
A10024769,DMC 덕원아파트,서울특별시,은평구,증산동,1138011000
A10023661,힐스테이트뉴포레,서울특별시,관악구,신림동,1162010200
A14072702,이촌,서울특별시,용산구,이촌동,1117012900
A14286203,번동주공5단지,서울특별시,강북구,번동,1130510200
A13285406,방학삼성래미안1단지,서울특별시,도봉구,방학동,1132010600
A10045601,신당현대,서울특별시,중구,신당동,1114016200
A10024457,논현두산2차아파트,서울특별시,강남구,논현동,1168010800
A10080701,LIG서울역리가,서울특별시,중구,만리동1가,1114017300
A10024322,삼호한숲아파트,서울특별시,서초구,방배동,1165010100
A12010001,홍은동원베네스트,서울특별시,서대문구,홍은동,1141011800
A13987304,하계6단지(장미),서울특별시,노원구,하계동,1135010400
A10024820,현대까르띠에710아파트,서울특별시,강남구,역삼동,1168010100
A10024819,삼성동한일아파트,서울특별시,강남구,삼성동,1168010500
A15780705,가양4단지,서울특별시,강서구,가양동,1150010400
A12208203,신사신성,서울특별시,은평구,신사동,1138010900
A15286210,신도림현대,서울특별시,구로구,구로동,1153010200
A10024799,대치1차현대아파트,서울특별시,강남구,대치동,1168010600
A10024713,숭인상가아파트,서울특별시,종로구,숭인동,1111017500
A10024666,서희스타힐스,서울특별시,관악구,봉천동,1162010100
A15303203,관악우방,서울특별시,금천구,시흥동,1154510300
A13380803,서울숲푸르지오,서울특별시,성동구,금호동4가,1120011200
A10045401,신당삼성임대,서울특별시,중구,신당동,1114016200
A10024412,강동리엔파크 14단지 아파트,서울특별시,강동구,상일동,1174010300
A10026015,반포써밋,서울특별시,서초구,반포동,1165010700
A10024789,당산센트럴아이파크,서울특별시,영등포구,당산동5가,1156011500
A10024762,청계대주파크빌,서울특별시,성동구,홍익동,1120010300
A13203408,쌍문금호1차아파트,서울특별시,도봉구,쌍문동,1132010500
A10024831,녹번역e편한세상캐슬,서울특별시,은평구,응암동,1138010700
A10024804,신월 해태아파트,서울특별시,양천구,신월동,1147010300
A10024749,신림2차금호타운,서울특별시,관악구,신림동,1162010200
A10024353,염창현대아이파크아파트,서울특별시,강서구,염창동,1150010100
A10024640,청담2차e편한세상아파트,서울특별시,강남구,청담동,1168010400
A10025227,동대문더퍼스트데시앙아파트,서울특별시,동대문구,장안동,1123010600
A15080501,한강아파트,서울특별시,영등포구,당산동4가,1156011400
A12010104,홍은벽산,서울특별시,서대문구,홍은동,1141011800
A13982702,상계마들대림,서울특별시,노원구,상계동,1135010500
A10024327,오렌지카운티 을지로,서울특별시,중구,오장동,1114015400
A10025946,금천롯데캐슬골드파크3차아파트,서울특별시,금천구,독산동,1154510200
A15004506,당산동1차효성아파트,서울특별시,영등포구,당산동5가,1156011500
A13984603,월계삼창,서울특별시,노원구,월계동,1135010200
A10024365,상도역롯데캐슬파크엘,서울특별시,동작구,상도동,1159010200
A13981407,상계조합대림,서울특별시,노원구,상계동,1135010500
A10024359,삼정아트테라스정동,서울특별시,중구,정동,1114016700
A15208007,고척월드메르디앙,서울특별시,구로구,고척동,1153010600
A15681110,대방대림,서울특별시,동작구,대방동,1159010800
A10024782,창동한신아파트,서울특별시,도봉구,창동,1132010700
A10024626,공덕SK리더스뷰 2단지,서울특별시,마포구,공덕동,1144010200
A13290003,창동동아,서울특별시,도봉구,창동,1132010700
A10024547,포레나노원 아파트,서울특별시,노원구,상계동,1135010500
A10027670,상봉듀오트리스,서울특별시,중랑구,상봉동,1126010200
A15880204,목동우성,서울특별시,양천구,목동,1147010200
A10024741,사가정 센트럴 아이파크 아파트,서울특별시,중랑구,면목동,1126010100
A10024505,신마곡 벽산 블루밍 ,서울특별시,강서구,방화동,1150010900
A41279927,은평뉴타운구파발10단지1관리,서울특별시,은평구,진관동,1138011400
A10026874,강변에스케이뷰,서울특별시,광진구,구의동,1121510300
A10024832,문래해태아파트,서울특별시,영등포구,문래동3가,1156012100
A10024703,면목 라온 프라이빗 아파트,서울특별시,중랑구,면목동,1126010100
A13203001,쌍문동북한산월드메르디앙,서울특별시,도봉구,쌍문동,1132010500
A10024620,인왕산어울림 아파트,서울특별시,서대문구,홍제동,1141011100
A15807002,신트리1단지,서울특별시,양천구,신정동,1147010100
A13790701,잠원한신그린,서울특별시,서초구,잠원동,1165010600
A10024333,용산 베르디움 프렌즈,서울특별시,용산구,한강로2가,1117012500
A13084101,래미안장안,서울특별시,동대문구,장안동,1123010600
A10024470,신길파크자이,서울특별시,영등포구,신길동,1156013200
A13486601,천호한신,서울특별시,강동구,천호동,1174010900
A15883803,신월대림,서울특별시,양천구,신월동,1147010300
A15283706,고척동아한신,서울특별시,구로구,고척동,1153010600
A15884202,신월신안약수,서울특별시,양천구,신월동,1147010300
A13591402,역삼금호어울림,서울특별시,강남구,역삼동,1168010100
A10024815,롯데캐슬리베아파트,서울특별시,강남구,대치동,1168010600
A15886507,신정푸른마을3단지,서울특별시,양천구,신정동,1147010100
A15807605,목동13단지,서울특별시,양천구,신정동,1147010100
A10024793,매봉삼성아파트,서울특별시,강남구,도곡동,1168011800
A10026941,서초푸르지오써밋,서울특별시,서초구,서초동,1165010800
A10024778,상계중앙하이츠아파트,서울특별시,노원구,상계동,1135010500
A10024777,상도동 롯데캐슬 비엔,서울특별시,동작구,상도동,1159010200
A10027105,경희궁자이3단지,서울특별시,종로구,평동,1111017700
A15681802,사당현대아파트,서울특별시,동작구,사당동,1159010700
A15703307,등촌대림아파트,서울특별시,강서구,등촌동,1150010200
A10045302,신당남산타운(분양),서울특별시,중구,신당동,1114016200
A13403002,성내성안청구,서울특별시,강동구,성내동,1174010800
A41279929,은평뉴타운제각말5단지제4,서울특별시,은평구,진관동,1138011400
A15785710,방화4단지(삼익삼환),서울특별시,강서구,방화동,1150010900
A41279915,은평뉴타운우물골8단지,서울특별시,은평구,진관동,1138011400
A13613004,성북힐스테이트,서울특별시,성북구,하월곡동,1129013600
A10024822,송학휴스테이아파트,서울특별시,도봉구,방학동,1132010600
A10024699,목동가든스위트아파트,서울특별시,양천구,목동,1147010200
A41279901,은평뉴타운상림마을14단지,서울특별시,은평구,진관동,1138011400
A10024490,여의도더리브스타일 ,서울특별시,영등포구,영등포동1가,1156010200
A10024435,삼성동대성유니드,서울특별시,강남구,삼성동,1168010500
A13883602,방이코오롱,서울특별시,송파구,방이동,1171011100
A10024421,강동 리버스트 7단지 아파트,서울특별시,강동구,강일동,1174011000
A13985103,월계대우아파트,서울특별시,노원구,월계동,1135010200
A12084302,유원홍은,서울특별시,서대문구,홍은동,1141011800
A10024577,위례포레샤인18단지,서울특별시,송파구,거여동,1171011300
A15105303,관악현대,서울특별시,관악구,봉천동,1162010100
A10024366,면목풍림아파트,서울특별시,중랑구,면목동,1126010100
A10026051,반포래미안아이파크,서울특별시,서초구,반포동,1165010700
A10024410,강동리엔파크9단지아파트,서울특별시,강동구,강일동,1174011000
A12275501,DMC자이1단지,서울특별시,은평구,수색동,1138010100
A13113004,신내동성3차아파트,서울특별시,중랑구,신내동,1126010600
A13584101,대치포스코더샵,서울특별시,강남구,대치동,1168010600
A13920202,상계코오롱,서울특별시,노원구,상계동,1135010500
A10024638,관악월드메르디앙아파트,서울특별시,관악구,봉천동,1162010100
A10027227,돈암코오롱하늘채아파트,서울특별시,성북구,돈암동,1129010300
A15283809,구로우성,서울특별시,구로구,구로동,1153010200
A10024687,서초현대홈타운,서울특별시,서초구,서초동,1165010800
A11081302,인왕산아이파크,서울특별시,종로구,무악동,1111018700
A13003201,답십리두산,서울특별시,동대문구,답십리동,1123010500
A13585402,타워팰리스2차,서울특별시,강남구,도곡동,1168011800
A10024320,은평뉴타운 엘크루아파트,서울특별시,은평구,진관동,1138011400
A15383308,독산주공13단지,서울특별시,금천구,독산동,1154510200
A12204001,북한산수자인,서울특별시,은평구,불광동,1138010300
A13788002,"서초현대1,2차",서울특별시,서초구,서초동,1165010800
A10027396,신정숲속마을아파트,서울특별시,양천구,신정동,1147010100
A10024846,고척성원,서울특별시,구로구,고척동,1153010600
A10024829,대림 우성2차,서울특별시,영등포구,대림동,1156013300
A13923106,하계2차현대아파트,서울특별시,노원구,하계동,1135010400
A15807202,신정명지해드는터,서울특별시,양천구,신정동,1147010100
A15088915,롯데캐슬아이비,서울특별시,영등포구,여의도동,1156011000
A14319306,이튼타워리버3차,서울특별시,광진구,자양동,1121510500
A13475001,천호동아코아,서울특별시,강동구,천호동,1174010900
A14003008,이촌한강맨션,서울특별시,용산구,이촌동,1117012900
A13308004,응봉금호현대,서울특별시,성동구,응봉동,1120010800
A15703301,등촌8단지주공아파트,서울특별시,강서구,등촌동,1150010200
A13707016,서초교대e편한세상,서울특별시,서초구,서초동,1165010800
A13887702,풍납미성,서울특별시,송파구,풍납동,1171010300
A13816101,송파동부센트레빌,서울특별시,송파구,가락동,1171010700
A13185602,상봉우정,서울특별시,중랑구,상봉동,1126010200
A10025562,신길센트럴아이파크,서울특별시,영등포구,신길동,1156013200
A13785001,방배임광3차,서울특별시,서초구,방배동,1165010100
A10024145,우장산역 해링턴타워,서울특별시,강서구,화곡동,1150010300
A13980413,화랑해링턴플레이스,서울특별시,노원구,공릉동,1135010300
A13872503,잠실푸르지오월드마크,서울특별시,송파구,신천동,1171010200
A15880905,목동금호베스트빌,서울특별시,양천구,목동,1147010200
A10024123,은평뉴타운폭포동4단지제4관리아파트,서울특별시,은평구,진관동,1138011400
A10026714,도봉중흥S클래스,서울특별시,도봉구,도봉동,1132010800
A12009302,인왕산벽산아파트,서울특별시,서대문구,홍제동,1141011100
A10024171,방배그랑자이아파트,서울특별시,서초구,방배동,1165010100
A13905302,성원(사슴4),서울특별시,노원구,월계동,1135010200
A13501004,논현신동아,서울특별시,강남구,논현동,1168010800
A10024134,브라운스톤 암사아파트,서울특별시,강동구,천호동,1174010900
A14206002,번동금호어울림,서울특별시,강북구,번동,1130510200
A13983105,상계주공1단지,서울특별시,노원구,상계동,1135010500
A15181602,낙성대현대,서울특별시,관악구,봉천동,1162010100
A13204510,창동북한산아이파크,서울특별시,도봉구,창동,1132010700
A10023673,반포 르엘 아파트,서울특별시,서초구,잠원동,1165010600
A10023670,천호역한강청년주택,서울특별시,강동구,천호동,1174010900
A13580602,개포경남아파트,서울특별시,강남구,개포동,1168010300
A13671205,종암SK,서울특별시,성북구,종암동,1129013500
A13813003,오금삼성,서울특별시,송파구,오금동,1171011200
A15780704,가양3단지(강변),서울특별시,강서구,가양동,1150010400
A12220005,은평뉴타운상림마을1단지,서울특별시,은평구,진관동,1138011400
A13983810,상계수락파크빌,서울특별시,노원구,상계동,1135010500
A15277302,신도림디큐브시티,서울특별시,구로구,신도림동,1153010100
A13316001,서울숲아이파크,서울특별시,성동구,송정동,1120011800
A13822902,잠실우성4차,서울특별시,송파구,잠실동,1171010100
A13204203,창동건영캐스빌,서울특별시,도봉구,창동,1132010700
A15105603,관악우성아파트,서울특별시,관악구,봉천동,1162010100
A13812003,금호어울림1차,서울특별시,송파구,마천동,1171011400
A10024240,서초그랑자이,서울특별시,서초구,서초동,1165010800
A15677501,남성두산위브트레지움,서울특별시,동작구,사당동,1159010700
A15785703,마곡한숲대림아파트,서울특별시,강서구,방화동,1150010900
A10025858,항동하버라인8단지,서울특별시,구로구,항동,1153011200
A10023464,sk청암대아파트,서울특별시,용산구,청암동,1117011600
A15807707,신정양천,서울특별시,양천구,신정동,1147010100
A10024179,독산동태영아파트,서울특별시,금천구,독산동,1154510200
A15208204,고척한일유앤아이,서울특별시,구로구,고척동,1153010600
A13309404,금호대우,서울특별시,성동구,금호동4가,1120011200
A15205301,구로신성미소지움,서울특별시,구로구,구로동,1153010200
A12179004,마포펜트라우스,서울특별시,마포구,신공덕동,1144010300
A12004001,서대문천연뜨란채아파트,서울특별시,서대문구,천연동,1141010600
A12294102,DMC우방,서울특별시,은평구,증산동,1138011000
A13204501,창동대동,서울특별시,도봉구,창동,1132010700
A10024216,디에이치 자이 개포,서울특별시,강남구,일원동,1168011400
A13599402,개포주공5단지,서울특별시,강남구,개포동,1168010300
A15279402,고척LIG리가아파트,서울특별시,구로구,고척동,1153010600
A13113003,신내동성4차,서울특별시,중랑구,신내동,1126010600
A10024128,현재트윈빌아파트,서울특별시,은평구,갈현동,1138010400
A14319005,자양한강현대,서울특별시,광진구,자양동,1121510500
A12201002,백련산힐스테이트2차,서울특별시,은평구,응암동,1138010700
A10024214,신내역 금강펜테리움 센트럴파크아파트,서울특별시,중랑구,망우동,1126010500
A10024258,디에이치포레센트아파트,서울특별시,강남구,일원동,1168011400
A10026434,서울 오류동 행복주택,서울특별시,구로구,오류동,1153010800
A10024581,DMC문영퀸즈파크,서울특별시,은평구,증산동,1138011000
A13176801,묵동극동늘푸른아파트,서울특별시,중랑구,묵동,1126010400
A10024188,롯데타워아파트,서울특별시,동작구,신대방동,1159010900
A13187305,신내9단지,서울특별시,중랑구,신내동,1126010600
A13511201,압구정현대8차,서울특별시,강남구,압구정동,1168011000
A12104007,마포도화우성아파트,서울특별시,마포구,도화동,1144010400
A10024035,강남파라곤,서울특별시,강남구,논현동,1168010800
A13285404,방학명품ESA1단지,서울특별시,도봉구,방학동,1132010600
A10024154,금강KCC아파트,서울특별시,광진구,자양동,1121510500
A10024152,포레나송파,서울특별시,송파구,거여동,1171011300
A13985107,월계청백4단지,서울특별시,노원구,월계동,1135010200
A15722204,방화대림E편한세상,서울특별시,강서구,방화동,1150010900
A13905101,월계한일1차,서울특별시,노원구,월계동,1135010200
A15805003,목동3단지,서울특별시,양천구,목동,1147010200
A13610001,정릉우방아파트,서울특별시,성북구,정릉동,1129013300
A15728005,마곡수명산파크7단지,서울특별시,강서구,내발산동,1150010600
A15004101,당산신동아파밀리에,서울특별시,영등포구,당산동1가,1156011100
A13527011,아카데미스위트,서울특별시,강남구,도곡동,1168011800
A13281201,도봉서울가든,서울특별시,도봉구,도봉동,1132010800
A13611202,길음동부센트레빌,서울특별시,성북구,길음동,1129013400
A12119004,서강해모로,서울특별시,마포구,창전동,1144011400
A10024131,래미안 라클래시,서울특별시,강남구,삼성동,1168010500
A13407202,명일삼환아파트,서울특별시,강동구,명일동,1174010100
A12127006,상암월드컵파크4단지,서울특별시,마포구,상암동,1144012700
A41279914,은평뉴타운마고정2단지,서울특별시,은평구,진관동,1138011400
A13375907,래미안옥수리버젠,서울특별시,성동구,옥수동,1120011300
A13986606,중계성원1차,서울특별시,노원구,중계동,1135010600
A10024313,힐스테이트녹번역아파트,서울특별시,은평구,응암동,1138010700
A10024082,이문휘경지웰에스테이트,서울특별시,동대문구,휘경동,1123010900
A13509101,삼성청구타운,서울특별시,강남구,삼성동,1168010500
A13778209,LH서초4단지,서울특별시,서초구,우면동,1165010300
A13790722,잠원한신,서울특별시,서초구,잠원동,1165010600
A10024086,DMC SK뷰 1단지 아파트,서울특별시,은평구,수색동,1138010100
A15081604,대림3동현대아파트,서울특별시,영등포구,대림동,1156013300
A15283704,삼익아파트2단지,서울특별시,구로구,고척동,1153010600
A13607302,안암대광,서울특별시,성북구,안암동3가,1129012300
A12185004,성산시영아파트,서울특별시,마포구,성산동,1144012500
A13405002,암사삼성광나루,서울특별시,강동구,암사동,1174010700
A15009602,문래한신,서울특별시,영등포구,문래동6가,1156012400
A13980010,공릉화랑타운,서울특별시,노원구,공릉동,1135010300
A10024150,망원성원2차아파트,서울특별시,마포구,망원동,1144012300
A13790828,신반포4차,서울특별시,서초구,잠원동,1165010600
A15289508,서울가든빌라,서울특별시,구로구,오류동,1153010800
A15101802,신림신도브래뉴,서울특별시,관악구,신림동,1162010200
A15004501,당산성원아파트,서울특별시,영등포구,당산동5가,1156011500
A13511101,"압구정 현대(10,13,14차)",서울특별시,강남구,압구정동,1168011000
A13820002,문정세양청마루,서울특별시,송파구,문정동,1171010800
A10024056,정릉피오레,서울특별시,성북구,정릉동,1129013300
A12205004,갈현현대아파트,서울특별시,은평구,구산동,1138010500
A15303401,시흥금강,서울특별시,금천구,시흥동,1154510300
A13293505,도봉래미안,서울특별시,도봉구,도봉동,1132010800
A10025754,답십리파크자이,서울특별시,동대문구,답십리동,1123010500
A13676101,래미안석관,서울특별시,성북구,석관동,1129013900
A15288803,신도림현대,서울특별시,구로구,신도림동,1153010100
A15280303,개봉거성푸르뫼2차아피트,서울특별시,구로구,개봉동,1153010700
A10024347,마포프레스티지자이아파트,서울특별시,마포구,염리동,1144010900
A10024254,디에이치반포라클라스,서울특별시,서초구,반포동,1165010700
A10024132,자양호반써밋아파트,서울특별시,광진구,자양동,1121510500
A10024302,독산역 롯데캐슬아파트 ,서울특별시,금천구,독산동,1154510200
A12070101,돈의문센트레빌,서울특별시,서대문구,냉천동,1141010500
A10024085,송파위례리슈빌,서울특별시,송파구,거여동,1171011300
A13986111,중계라이프신동아청구아파트,서울특별시,노원구,중계동,1135010600
A14003003,한강삼익,서울특별시,용산구,이촌동,1117012900
A10024244,서울휘경행복주택,서울특별시,동대문구,휘경동,1123010900
A15780604,한강타운아파트,서울특별시,강서구,가양동,1150010400
A15601202,신대방한성,서울특별시,동작구,신대방동,1159010900
A10024237,청신호 행복주택 정릉하늘마루,서울특별시,성북구,정릉동,1129013300
A10024186,청담우방아파트,서울특별시,강남구,청담동,1168010400
A10024172,문정현대아파트,서울특별시,송파구,문정동,1171010800
A13778211,서초호반써밋,서울특별시,서초구,우면동,1165010300
A13080801,답십리대림,서울특별시,동대문구,답십리동,1123010500
A10026414,은평뉴타운솔하임,서울특별시,은평구,진관동,1138011400
A14272307,미아현대,서울특별시,강북구,미아동,1130510100
A10024245,이수푸르지오더프레티움,서울특별시,동작구,사당동,1159010700
A10024156,서초꽃마을주얼리,서울특별시,서초구,서초동,1165010800
A15384603,남서울건영2차,서울특별시,금천구,시흥동,1154510300
A12201301,응암경남,서울특별시,은평구,응암동,1138010700
A15773501,방화월드메르디앙,서울특별시,강서구,방화동,1150010900
A15001004,여의도장미,서울특별시,영등포구,여의도동,1156011000
A15884703,신월시영아파트,서울특별시,양천구,신월동,1147010300
A41279922,은평뉴타운제각말5단지제2,서울특별시,은평구,진관동,1138011400
A12282203,구산경남아너스빌,서울특별시,은평구,구산동,1138010500
A13776510,반포힐스테이트,서울특별시,서초구,반포동,1165010700
A15001001,여의도초원,서울특별시,영등포구,여의도동,1156011000
A13905204,월계6-1초안,서울특별시,노원구,월계동,1135010200
A14272311,SK북한산시티임대,서울특별시,강북구,미아동,1130510100
A11008001,무악현대임대,서울특별시,종로구,무악동,1111018700
A10023991,태릉해링턴플레이스,서울특별시,노원구,공릉동,1135010300
A13382104,서울숲대림아파트,서울특별시,성동구,성수동1가,1120011400
A13778201,서초네이처힐4단지,서울특별시,서초구,우면동,1165010300
A15088208,여의도목화,서울특별시,영등포구,여의도동,1156011000
A10023728,아그네스풍림아이원,서울특별시,은평구,역촌동,1138010800
A10023859,대방동신일해피트리 아파트 ,서울특별시,동작구,대방동,1159010800
A10023695,힐데스하임천호아파트,서울특별시,강동구,천호동,1174010900
A10023855,강동리엔파크13단지아파트,서울특별시,강동구,상일동,1174010300
A13570501,삼성동힐스테이트2단지,서울특별시,강남구,삼성동,1168010500
A13822701,잠실아시아선수촌,서울특별시,송파구,잠실동,1171010100
A15679109,흑석한강센트레빌2차,서울특별시,동작구,흑석동,1159010500
A13785301,방배래미안,서울특별시,서초구,방배동,1165010100
A10023948,어바니엘 염창,서울특별시,양천구,목동,1147010200
A13123102,중랑숲금호어울림,서울특별시,중랑구,망우동,1126010500
A10023827,쌍문동 에덴아파트,서울특별시,도봉구,쌍문동,1132010500
A13481802,둔촌현대4차,서울특별시,강동구,둔촌동,1174010600
A10023934,엘크루발산아파트,서울특별시,강서구,등촌동,1150010200
A41279920,은평뉴타운구파발9-2단지,서울특별시,은평구,진관동,1138011400
A13185508,묵동브라운스톤태릉,서울특별시,중랑구,묵동,1126010400
A10023922,송파레이크파크 호반 써밋2,서울특별시,송파구,거여동,1171011300
A13510003,청담대우유로카운티,서울특별시,강남구,청담동,1168010400
A10023966,어바니엘한강,서울특별시,동작구,노량진동,1159010100
A10045301,신당남산타운임대,서울특별시,중구,신당동,1114016200
A10026834,힐스테이트 백련산4차 아파트,서울특별시,은평구,응암동,1138010700
A13204103,창동삼성,서울특별시,도봉구,창동,1132010700
A10023914,인히어쌍문아파트,서울특별시,도봉구,쌍문동,1132010500
A15807603,삼성쉐르빌1 아파트,서울특별시,양천구,신정동,1147010100
A13007002,용두롯데캐슬피렌체,서울특별시,동대문구,용두동,1123010200
A10023951,광진그랜드파크,서울특별시,광진구,구의동,1121510300
A13286107,쌍문한양6차,서울특별시,도봉구,쌍문동,1132010500
A10023898,이수스위첸포레힐즈아파트,서울특별시,동작구,동작동,1159010600
A10023891,청계푸르지오시티,서울특별시,동대문구,답십리동,1123010500
A10023994,E편한세상백련산아파트,서울특별시,은평구,응암동,1138010700
A10023926,롯데캐슬클라시아,서울특별시,성북구,길음동,1129013400
A13307001,행당두산,서울특별시,성동구,행당동,1120010700
A15081802,대림한신2차,서울특별시,영등포구,대림동,1156013300
A13985402,중계현대그린,서울특별시,노원구,중계동,1135010600
A13075403,답십리청솔우성제2,서울특별시,동대문구,답십리동,1123010500
A10023955,에피소드수유838,서울특별시,강북구,수유동,1130510300
A15284906,구로삼성래미안,서울특별시,구로구,구로동,1153010200
A13114002,묵동아이파크,서울특별시,중랑구,묵동,1126010400
A13402003,대우한강베네시티,서울특별시,강동구,천호동,1174010900
A15003802,당산푸르지오,서울특별시,영등포구,영등포동8가,1156010900
A13482706,고덕주공9단지,서울특별시,강동구,명일동,1174010100
A13880806,가락쌍용1차,서울특별시,송파구,가락동,1171010700
A15105008,관악파크푸르지오,서울특별시,관악구,봉천동,1162010100
A13984409,월계사슴2단지,서울특별시,노원구,월계동,1135010200
A15603006,래미안상도3차,서울특별시,동작구,상도동,1159010200
A12079601,독립문극동임대,서울특별시,서대문구,현저동,1141010900
A10023815,로프트원 태릉입구역,서울특별시,중랑구,묵동,1126010400
A13885301,송파현대1차,서울특별시,송파구,송파동,1171010400
A10023734,구산주택,서울특별시,은평구,구산동,1138010500
A15703304,등촌주공2단지,서울특별시,강서구,등촌동,1150010200
A13550701,삼성동중앙하이츠빌리지,서울특별시,강남구,삼성동,1168010500
A10025418,래미안 신반포 리오센트,서울특별시,서초구,잠원동,1165010600
A10023741,명륜아남2차아파트,서울특별시,종로구,명륜2가,1111017100
A13922903,중계대림벽산,서울특별시,노원구,중계동,1135010600
A10027985,강남자곡힐스테이트아파트,서울특별시,강남구,자곡동,1168011200
A15779704,길성그랑프리텔1차,서울특별시,강서구,내발산동,1150010600
A10024468,강동리버스트4단지,서울특별시,강동구,강일동,1174011000
A10024098,보라매자이 더 포레스트,서울특별시,동작구,신대방동,1159010900
A10024029,신사삼성래미안아파트,서울특별시,강남구,신사동,1168010700
A12170702,래미안밤섬리베뉴 2,서울특별시,마포구,상수동,1144011500
A15722005,마곡 한진해모로,서울특별시,강서구,방화동,1150010900
A10023834,칼튼테라스,서울특별시,중랑구,묵동,1126010400
A10024102,대치르엘,서울특별시,강남구,대치동,1168010600
A14024002,서빙고신동아,서울특별시,용산구,서빙고동,1117013300
A41279916,은평뉴타운우물골5단지,서울특별시,은평구,진관동,1138011400
A10023886,호반써밋목동아파트,서울특별시,양천구,신정동,1147010100
A10023829,꿈의숲한신더휴아파트,서울특별시,강북구,미아동,1130510100
A10024042,e편한세상 청계 센트럴포레,서울특별시,동대문구,용두동,1123010200
A10023952,중랑숲시티프라디움,서울특별시,중랑구,망우동,1126010500
A10023939,삼성석탑아파트,서울특별시,강남구,삼성동,1168010500
A13523004,일원샘터마을,서울특별시,강남구,일원동,1168011400
A15681502,사당우성2단지,서울특별시,동작구,사당동,1159010700
A10023732,에드가 쌍문 청년주택,서울특별시,도봉구,쌍문동,1132010500
A10023633,래미안 엘리니티,서울특별시,동대문구,용두동,1123010200
A10023669,보문리슈빌하우트,서울특별시,성북구,보문동1가,1129013000
A10023996,개포더샵트리에,서울특별시,강남구,개포동,1168010300
A15188801,신림초원,서울특별시,관악구,신림동,1162010200
A10023899,범양프레체,서울특별시,중랑구,중화동,1126010300
A15178202,봉천벽산블루밍3차,서울특별시,관악구,봉천동,1162010100
A10023825,강남센트럴아이파크,서울특별시,강남구,역삼동,1168010100
A10023681,신안타워아파트,서울특별시,구로구,구로동,1153010200
A10023644,월드메르디앙오페라하우스,서울특별시,서초구,서초동,1165010800
A41279911,은평뉴타운박석고개제12단지아파트,서울특별시,은평구,진관동,1138011400
A10023737,DMC자이2단지아파트,서울특별시,은평구,증산동,1138011000
A10023599,잠실엘타워,서울특별시,송파구,잠실동,1171010100
A10027800,래미안 대치 팰리스,서울특별시,강남구,대치동,1168010600
A10023688,서초금호어울림아파트,서울특별시,서초구,서초동,1165010800
A10023990,청년주택 와이엔타워,서울특별시,노원구,공릉동,1135010300
A15210102,오류금호어울림,서울특별시,구로구,오류동,1153010800
A13790714,강변아파트,서울특별시,서초구,잠원동,1165010600
A13993501,하계삼익선경,서울특별시,노원구,하계동,1135010400
A10023887,송파 시그니처 롯데캐슬아파트,서울특별시,송파구,거여동,1171011300
A10023956,어바니엘가산,서울특별시,금천구,가산동,1154510100
A10023709,DMC금호리첸시아,서울특별시,서대문구,남가좌동,1141012000
A10023715,더샵파크프레스티지,서울특별시,영등포구,신길동,1156013200
A10023604,고척아이파크MD,서울특별시,구로구,고척동,1153010600
A15286809,구로주공,서울특별시,구로구,구로동,1153010200
