단지코드,단지명,시도,시군구,읍면동,법정동코드
A12009201,홍제성원아파트,서울특별시,서대문구,홍제동,1141011100
A12009202,홍제삼성래미안,서울특별시,서대문구,홍제동,1141011100
A12009304,홍제유원하나,서울특별시,서대문구,홍제동,1141011100
A12009305,문화촌현대,서울특별시,서대문구,홍제동,1141011100
A12010101,홍은풍림1차,서울특별시,서대문구,홍은동,1141011800
A12010202,홍은풍림아이원,서울특별시,서대문구,홍은동,1141011800
A12010203,홍은극동,서울특별시,서대문구,홍은동,1141011800
A12011002,연희대우,서울특별시,서대문구,연희동,1141011700
A12012001,쌍용스윗닷홈,서울특별시,서대문구,남가좌동,1141012000
A12012101,래미안남가좌2차,서울특별시,서대문구,남가좌동,1141012000
A12012202,DMC래미안클라시스(분양),서울특별시,서대문구,남가좌동,1141012000
A12013001,DMC휴먼빌,서울특별시,서대문구,북가좌동,1141011900
A12013003,DMC래미안e편한세상,서울특별시,서대문구,북가좌동,1141011900
A12013101,디엠씨현대,서울특별시,서대문구,북가좌동,1141011900
A12013201,DMC두산위브,서울특별시,서대문구,북가좌동,1141011900
A12013202,북가좌삼호,서울특별시,서대문구,북가좌동,1141011900
A12017001,신촌럭키,서울특별시,서대문구,대현동,1141011200
A12070201,충정리시온,서울특별시,서대문구,충정로3가,1141010200
A12071001,홍은두산,서울특별시,서대문구,홍은동,1141011800
A12071003,홍은미성아파트,서울특별시,서대문구,홍은동,1141011800
A12071101,연희성원,서울특별시,서대문구,연희동,1141011700
A12071102,연희임광아파트,서울특별시,서대문구,연희동,1141011700
A12072801,DMC센트레빌,서울특별시,서대문구,남가좌동,1141012000
A12072802,남가좌현대제2,서울특별시,서대문구,남가좌동,1141012000
A12076401,홍제비콘드림힐,서울특별시,서대문구,홍제동,1141011100
A12076601,북가좌삼호제2,서울특별시,서대문구,북가좌동,1141011900
A12078201,인왕산현대,서울특별시,서대문구,홍제동,1141011100
A12078704,홍제원 현대,서울특별시,서대문구,홍제동,1141011100
A12078705,홍제인왕산현대,서울특별시,서대문구,홍제동,1141011100
A12079501,북아현두산,서울특별시,서대문구,북아현동,1141011000
A12081602,월드컵현대,서울특별시,서대문구,북가좌동,1141011900
A12081703,디엠씨한양,서울특별시,서대문구,북가좌동,1141011900
A12084504,홍은현대,서울특별시,서대문구,홍은동,1141011800
A12085303,홍제한양,서울특별시,서대문구,홍제동,1141011100
A12086001,홍제태영으뜸,서울특별시,서대문구,홍제동,1141011100
A12101001,서서울삼성아파트,서울특별시,마포구,아현동,1144010100
A12102002,공덕한화꿈에그린,서울특별시,마포구,공덕동,1144010200
A12102005,마포현대아파트,서울특별시,마포구,공덕동,1144010200
A12102008,삼성래미안공덕2차,서울특별시,마포구,공덕동,1144010200
A12103006,대우메트로디오빌,서울특별시,마포구,신공덕동,1144010300
A12104005,마포삼성,서울특별시,마포구,도화동,1144010400
A12105001,마포쌍용황금,서울특별시,마포구,마포동,1144010700
A12106001,토정한강삼성,서울특별시,마포구,토정동,1144010600
A12109001,마포자이,서울특별시,마포구,염리동,1144010900
A12111001,마포경남아너스빌,서울특별시,마포구,신수동,1144011100
A12112001,밤섬현대,서울특별시,마포구,현석동,1144011200
A12114001,서강GS,서울특별시,마포구,신정동,1144011700
A12119006,서강쌍용예가,서울특별시,마포구,창전동,1144011400
A12125202,성산월드타운대림,서울특별시,마포구,성산동,1144012500
A12127001,상암월드컵파크5단지,서울특별시,마포구,상암동,1144012700
A12127002,상암월드컵파크6단지,서울특별시,마포구,상암동,1144012700
A12127003,상암월드컵파크3단지,서울특별시,마포구,상암동,1144012700
A12127004,상암월드컵파크2단지,서울특별시,마포구,상암동,1144012700
A10028201,인현신성,서울특별시,중구,인현동2가,1114013400
A10044001,SH황학롯데캐슬베네치아,서울특별시,중구,황학동,1114016500
A10044002,롯데캐슬베네치아,서울특별시,중구,황학동,1114016500
A10045001,신당푸르지오,서울특별시,중구,신당동,1114016200
A10045002,청구e편한세상(분양),서울특별시,중구,신당동,1114016200
A10045402,약수하이츠아파트(임대),서울특별시,중구,신당동,1114016200
A10045403,신당삼성(분양),서울특별시,중구,신당동,1114016200
A10045404,신당약수하이츠,서울특별시,중구,신당동,1114016200
A10072501,쌍용남산플래티넘,서울특별시,중구,회현동2가,1114012200
A10078102,파라다이스,서울특별시,중구,신당동,1114016200
A10078103,청구e편한세상임대,서울특별시,중구,신당동,1114016200
A10078901,래미안신당하이베르,서울특별시,중구,신당동,1114016200
A10078902,래미안신당하이베르임대,서울특별시,중구,신당동,1114016200
A10085902,중림삼성래미안아파트,서울특별시,중구,중림동,1114017100
A10085903,중림삼성사이버빌리지,서울특별시,중구,중림동,1114017100
A10086301,충무로진양,서울특별시,중구,충무로4가,1114013200
A10086801,황학아크로타워,서울특별시,중구,황학동,1114016500
A10088101,남산SK리더스뷰,서울특별시,중구,회현동1가,1114012100
A10088102,남산롯데캐슬아이리스,서울특별시,중구,회현동1가,1114012100
A11001203,평창삼성,서울특별시,종로구,평창동,1111018300
A11007001,경희궁의아침3단지,서울특별시,종로구,내수동,1111011800
A11014001,로얄팰리스스위트,서울특별시,종로구,수송동,1111012400
A11034001,현대뜨레비앙,서울특별시,종로구,익선동,1111013300
A11041001,효성주얼리시티아파트,서울특별시,종로구,인의동,1111015700
A11052201,명륜아남1차,서울특별시,종로구,명륜2가,1111017100
A11054301,창신쌍용1단지,서울특별시,종로구,창신동,1111017400
A11055002,종로청계힐스테이트,서울특별시,종로구,숭인동,1111017500
A11081503,무악현대,서울특별시,종로구,무악동,1111018700
A11084601,평창롯데,서울특별시,종로구,평창동,1111018300
A11087601,롯데캐슬천지인,서울특별시,종로구,숭인동,1111017500
A11087602,종로센트레빌,서울특별시,종로구,숭인동,1111017500
A12003001,충정로 skview 아파트,서울특별시,서대문구,합동,1141010300
A12005001,냉천동부센트레빌,서울특별시,서대문구,냉천동,1141010500
A12007001,독립문삼호,서울특별시,서대문구,영천동,1141010800
A12008001,독립문파크빌,서울특별시,서대문구,현저동,1141010900
A12008003,독립문극동,서울특별시,서대문구,현저동,1141010900
A12009101,홍제남양,서울특별시,서대문구,홍제동,1141011100
A12009102,홍제현대아파트,서울특별시,서대문구,홍제동,1141011100
A12281702,갈현현대1차,서울특별시,은평구,갈현동,1138010400
A12281801,갈현한솔아파트,서울특별시,은평구,갈현동,1138010400
A12282102,브라운스톤구산,서울특별시,은평구,구산동,1138010500
A12282201,경향파크아파트,서울특별시,은평구,구산동,1138010500
A12283603,녹번대림,서울특별시,은평구,녹번동,1138010200
A12284501,대조삼성타운,서울특별시,은평구,대조동,1138010600
A12284701,불광대호2차,서울특별시,은평구,불광동,1138010300
A12285703,불광미성,서울특별시,은평구,불광동,1138010300
A12287203,수색대림한숲타운제2,서울특별시,은평구,수색동,1138010100
A12287204,이편한세상 수색 에코포레,서울특별시,은평구,수색동,1138010100
A12289401,뉴신사신성,서울특별시,은평구,신사동,1138010900
A12289402,신성수정,서울특별시,은평구,신사동,1138010900
A12289501,역촌센트레빌,서울특별시,은평구,역촌동,1138010800
A12290901,백련산힐스테이트3차,서울특별시,은평구,응암동,1138010700
A12293002,응암우성,서울특별시,은평구,응암동,1138010700
A13002002,래미안아름숲,서울특별시,동대문구,전농동,1123010400
A13003003,답십리두산위브,서울특별시,동대문구,답십리동,1123010500
A13003005,청계한신휴플러스,서울특별시,동대문구,답십리동,1123010500
A13003202,답십리청솔우성,서울특별시,동대문구,답십리동,1123010500
A13003402,세양청마루,서울특별시,동대문구,답십리동,1123010500
A13003404,답십리우성그린,서울특별시,동대문구,답십리동,1123010500
A13003405,답십리동답한신,서울특별시,동대문구,답십리동,1123010500
A13006001,제기경동미주,서울특별시,동대문구,제기동,1123010300
A13006002,제기현대,서울특별시,동대문구,제기동,1123010300
A13006101,제기한신,서울특별시,동대문구,제기동,1123010300
A13007001,용두두산위브,서울특별시,동대문구,용두동,1123010200
A13007004,용두신동아,서울특별시,동대문구,용두동,1123010200
A13009002,휘경주공1단지,서울특별시,동대문구,휘경동,1123010900
A13009003,브라운스톤휘경,서울특별시,동대문구,휘경동,1123010900
A13009101,휘경롯데낙천대,서울특별시,동대문구,휘경동,1123010900
A13009202,휘경동일하이빌,서울특별시,동대문구,휘경동,1123010900
A13009206,휘경동일스위트리버,서울특별시,동대문구,휘경동,1123010900
A13010001,장안2차현대홈타운,서울특별시,동대문구,장안동,1123010600
A13010002,장안삼성쉐르빌,서울특별시,동대문구,장안동,1123010600
A13010003,장안현대,서울특별시,동대문구,장안동,1123010600
A13010006,장안현대홈타운,서울특별시,동대문구,장안동,1123010600
A13070101,회기힐스테이트,서울특별시,동대문구,회기동,1123010800
A13070302,래미안용두1차,서울특별시,동대문구,용두동,1123010200
A13071201,청량리홍릉동부임대,서울특별시,동대문구,청량리동,1123010700
A13075402,래미안엘파인,서울특별시,동대문구,답십리동,1123010500
A13075404,답십리동아제2,서울특별시,동대문구,답십리동,1123010500
A13075405,답십리두산제2,서울특별시,동대문구,답십리동,1123010500
A13076801,이문삼성래미안아파트,서울특별시,동대문구,이문동,1123011000
A13077201,제기한신제2임대아파트,서울특별시,동대문구,제기동,1123010300
A13077702,휘경 미소지움아파트,서울특별시,동대문구,휘경동,1123010900
A13077703,휘경롯데1차,서울특별시,동대문구,휘경동,1123010900
A13078301,휘경센트레빌,서울특별시,동대문구,휘경동,1123010900
A13079401,대림아파트201동,서울특별시,동대문구,이문동,1123011000
A13079403,이문쌍용임대,서울특별시,동대문구,이문동,1123011000
A13080702,신답경남아파트,서울특별시,동대문구,답십리동,1123010500
A13082501,이문삼익아파트,서울특별시,동대문구,이문동,1123011000
A13082502,이문중앙하이츠빌,서울특별시,동대문구,이문동,1123011000
A13082702,이문대우1차,서울특별시,동대문구,이문동,1123011000
A13082703,이문현대,서울특별시,동대문구,이문동,1123011000
A13082704,이문쌍용,서울특별시,동대문구,이문동,1123011000
A13082805,이문e-편한세상,서울특별시,동대문구,이문동,1123011000
A13084803,전농우성,서울특별시,동대문구,전농동,1123010400
A13084804,전농SK,서울특별시,동대문구,전농동,1123010400
A13085301,전농삼성,서울특별시,동대문구,전농동,1123010400
A13085901,전농동아,서울특별시,동대문구,전농동,1123010400
A13085902,전농동신성미소지움아파트,서울특별시,동대문구,전농동,1123010400
A13086701,청량리현대,서울특별시,동대문구,청량리동,1123010700
A13086703,청량리한신1차,서울특별시,동대문구,청량리동,1123010700
A13086802,청량리홍릉동부,서울특별시,동대문구,청량리동,1123010700
A13087201,청량리신현대,서울특별시,동대문구,회기동,1123010800
A13087401,휘경서울가든,서울특별시,동대문구,휘경동,1123010900
A13087405,휘경베스트빌현대,서울특별시,동대문구,휘경동,1123010900
A13087407,휘경주공2단지,서울특별시,동대문구,휘경동,1123010900
A13113001,신내동성7차,서울특별시,중랑구,신내동,1126010600
A13113002,신내벽산,서울특별시,중랑구,신내동,1126010600
A13113006,신내경남아너스빌,서울특별시,중랑구,신내동,1126010600
A13113007,신내 데시앙포레  ,서울특별시,중랑구,신내동,1126010600
A13113008,신내우디안1단지,서울특별시,중랑구,신내동,1126010600
A13114103,묵동금호어울림,서울특별시,중랑구,묵동,1126010400
A13114106,묵동신안3차,서울특별시,중랑구,묵동,1126010400
A12127005,상암월드컵파크7단지,서울특별시,마포구,상암동,1144012700
A12127007,상암월드컵1단지,서울특별시,마포구,상암동,1144012700
A12127008,상암월드컵8단지,서울특별시,마포구,상암동,1144012700
A12170402,마포한화오벨리스크,서울특별시,마포구,도화동,1144010400
A12170601,삼성래미안공덕4차,서울특별시,마포구,공덕동,1144010200
A12170602,공덕2삼성임대,서울특별시,마포구,공덕동,1144010200
A12170603,공덕래미안5차,서울특별시,마포구,공덕동,1144010200
A12171101,월드컵아이파크1단지,서울특별시,마포구,성산동,1144012500
A12171201,밤섬경남아너스빌,서울특별시,마포구,신수동,1144011100
A12172201,신촌포스빌,서울특별시,마포구,노고산동,1144011000
A12172401,마포자이2차,서울특별시,마포구,대흥동,1144010800
A12175202,마포트라팰리스2차,서울특별시,마포구,아현동,1144010100
A12177801,서강한화오벨리스크스위트,서울특별시,마포구,창전동,1144011400
A12177802,창전삼성임대,서울특별시,마포구,창전동,1144011400
A12179001,브라운스톤공덕,서울특별시,마포구,신공덕동,1144010300
A12179002,신공덕삼성임대,서울특별시,마포구,신공덕동,1144010300
A12179003,신공덕2삼성래미안제2,서울특별시,마포구,신공덕동,1144010300
A12179005,공덕아이파크,서울특별시,마포구,신공덕동,1144010300
A12179501,DMC상암센트럴파크2단지,서울특별시,마포구,상암동,1144012700
A12179504,상암월드컵파크9단지,서울특별시,마포구,상암동,1144012700
A12179505,상암월드컵파크12단지,서울특별시,마포구,상암동,1144012700
A12179508,상암월드컵파크10단지,서울특별시,마포구,상암동,1144012700
A12180401,공덕현대,서울특별시,마포구,공덕동,1144010200
A12180404,공덕삼성임대,서울특별시,마포구,공덕동,1144010200
A12180407,공덕삼성,서울특별시,마포구,공덕동,1144010200
A12180506,공덕삼성래미안3차,서울특별시,마포구,공덕동,1144010200
A12181102,마포태영제2,서울특별시,마포구,대흥동,1144010800
A12181103,마포태영아파트,서울특별시,마포구,대흥동,1144010800
A12181406,도화현대1차아파트,서울특별시,마포구,도화동,1144010400
A12182101,망원1차대림,서울특별시,마포구,망원동,1144012300
A12182401,망원2차대림,서울특별시,마포구,망원동,1144012300
A12182901,상수두산위브,서울특별시,마포구,상수동,1144011500
A12184201,서교동대우미래사랑,서울특별시,마포구,서교동,1144012000
A12185303,신공덕삼성1차,서울특별시,마포구,신공덕동,1144010300
A12185603,신수현대,서울특별시,마포구,신수동,1144011100
A12185605,대원칸타빌,서울특별시,마포구,신수동,1144011100
A12185606,마포신촌삼익아파트,서울특별시,마포구,신수동,1144011100
A12186901,코오롱하늘채,서울특별시,마포구,연남동,1144012400
A12187403,염리상록,서울특별시,마포구,염리동,1144010900
A12187501,래미안마포리버웰,서울특별시,마포구,용강동,1144010500
A12187602,래미안용강아파트,서울특별시,마포구,용강동,1144010500
A12187703,성산2차현대,서울특별시,마포구,중동,1144012600
A12187901,중동계룡,서울특별시,마포구,중동,1144012600
A12187902,건영월드컵,서울특별시,마포구,중동,1144012600
A12187904,DMC마포청구아파트,서울특별시,마포구,중동,1144012600
A12187905,마포중동현대,서울특별시,마포구,중동,1144012600
A12187906,월드컵참누리,서울특별시,마포구,중동,1144012600
A12188201,신촌금호,서울특별시,마포구,창전동,1144011400
A12188202,창전현대홈타운,서울특별시,마포구,창전동,1144011400
A12188205,신촌태영데시앙,서울특별시,마포구,창전동,1144011400
A12201001,대주피오레아파트,서울특별시,은평구,응암동,1138010700
A12201003,백련산힐스테이트1차,서울특별시,은평구,응암동,1138010700
A12201004,백련산힐스테이트임대,서울특별시,은평구,응암동,1138010700
A12201005,녹번역센트레빌,서울특별시,은평구,응암동,1138010700
A12201102,응암금호,서울특별시,은평구,응암동,1138010700
A12201103,응암푸르지오,서울특별시,은평구,응암동,1138010700
A12204003,북한산힐스테이트1차,서울특별시,은평구,불광동,1138010300
A12204005,북한산래미안아파트(임대),서울특별시,은평구,불광동,1138010300
A12204006,불광롯데캐슬,서울특별시,은평구,불광동,1138010300
A12204102,북한산현대홈타운,서울특별시,은평구,불광동,1138010300
A12205001,갈현미미,서울특별시,은평구,갈현동,1138010400
A12205003,갈현1단지e-편한세상,서울특별시,은평구,구산동,1138010500
A12208001,신사두산위브,서울특별시,은평구,신사동,1138010900
A12208002,신사이랜드타운,서울특별시,은평구,신사동,1138010900
A12208101,신사성원,서울특별시,은평구,신사동,1138010900
A12208102,신사씨티,서울특별시,은평구,신사동,1138010900
A12208103,신사한신휴플러스,서울특별시,은평구,신사동,1138010900
A12208104,신사라이프씨티,서울특별시,은평구,신사동,1138010900
A12208105,신사현대2차,서울특별시,은평구,신사동,1138010900
A12208205,신사미성,서울특별시,은평구,신사동,1138010900
A12209001,DMC청구,서울특별시,은평구,수색동,1138010100
A12220001,은평뉴타운상림마을6단지 제1아파트(8단지 푸르지오),서울특별시,은평구,진관동,1138011400
A12220002,은평뉴타운상림마을13단지,서울특별시,은평구,진관동,1138011400
A12220003,은평뉴타운상림마을2단지,서울특별시,은평구,진관동,1138011400
A12220004,은평뉴타운상림마을12단지,서울특별시,은평구,진관동,1138011400
A12271402,갈현베르빌주상복합아파트,서울특별시,은평구,갈현동,1138010400
A12276901,구산그린빌,서울특별시,은평구,구산동,1138010500
A13114201,묵동동구햇살,서울특별시,중랑구,묵동,1126010400
A13120001,면목마젤란,서울특별시,중랑구,면목동,1126010100
A13120403,면목경남아너스빌,서울특별시,중랑구,면목동,1126010100
A13120701,용마산금호어울림,서울특별시,중랑구,면목동,1126010100
A13120704,면목금호어울림,서울특별시,중랑구,면목동,1126010100
A13122001,상봉건영캐스빌,서울특별시,중랑구,상봉동,1126010200
A13122002,상봉프레미어스엠코,서울특별시,중랑구,상봉동,1126010200
A13122104,상봉태영데시앙,서울특별시,중랑구,상봉동,1126010200
A13123001,예성그린캐슬아파트,서울특별시,중랑구,망우동,1126010500
A13123101,망우신원,서울특별시,중랑구,망우동,1126010500
A13170401,한일써너스빌아파트,서울특별시,중랑구,상봉동,1126010200
A13175103,면목한신,서울특별시,중랑구,면목동,1126010100
A13176101,한일써너스빌리젠시,서울특별시,중랑구,망우동,1126010500
A13176901,신내6단지,서울특별시,중랑구,신내동,1126010600
A13176902,신내9단지임대,서울특별시,중랑구,신내동,1126010600
A13177701,면목,서울특별시,중랑구,면목동,1126010100
A13178101,신내데시앙,서울특별시,중랑구,신내동,1126010600
A13181201,면목신성미소지움,서울특별시,중랑구,면목동,1126010100
A13181203,용마금호타운,서울특별시,중랑구,면목동,1126010100
A13202002,대상타운현대,서울특별시,도봉구,방학동,1132010600
A13202103,방학삼성래미안2단지,서울특별시,도봉구,방학동,1132010600
A13202302,방학극동아파트,서울특별시,도봉구,방학동,1132010600
A13202306,방학한화성원,서울특별시,도봉구,방학동,1132010600
A13202308,방학삼익세라믹,서울특별시,도봉구,방학동,1132010600
A13202312,방학신동아1단지,서울특별시,도봉구,방학동,1132010600
A13203102,쌍문극동,서울특별시,도봉구,쌍문동,1132010500
A13203202,쌍문청구,서울특별시,도봉구,쌍문동,1132010500
A13203302,쌍문삼성래미안,서울특별시,도봉구,쌍문동,1132010500
A13203303,쌍문한양1차,서울특별시,도봉구,쌍문동,1132010500
A13203403,쌍문금호2차,서울특별시,도봉구,쌍문동,1132010500
A13204001,창동대림,서울특별시,도봉구,창동,1132010700
A13204002,창동신도브래뉴,서울특별시,도봉구,창동,1132010700
A13204104,창동주공4단지,서울특별시,도봉구,창동,1132010700
A13204105,창동주공3단지,서울특별시,도봉구,창동,1132010700
A13204204,창동대우,서울특별시,도봉구,창동,1132010700
A13204205,창동태영데시앙,서울특별시,도봉구,창동,1132010700
A13204301,초안산신도브래뉴,서울특별시,도봉구,창동,1132010700
A13204302,창동신창,서울특별시,도봉구,창동,1132010700
A13204402,창동현대4차아이파크,서울특별시,도봉구,창동,1132010700
A13204404,창동아이파크(창동2.3차현대),서울특별시,도봉구,창동,1132010700
A13204406,창동쌍용,서울특별시,도봉구,창동,1132010700
A13204409,창동동아청솔,서울특별시,도봉구,창동,1132010700
A13204502,북한산한신휴플러스,서울특별시,도봉구,창동,1132010700
A13204503,창동현대,서울특별시,도봉구,창동,1132010700
A13204506,창동동아그린,서울특별시,도봉구,창동,1132010700
A13204507,창동상아1차,서울특별시,도봉구,창동,1132010700
A13204508,창동주공2단지,서울특별시,도봉구,창동,1132010700
A13272101,방학명품ESA2단지,서울특별시,도봉구,방학동,1132010600
A13272201,창동대우그린아파트,서울특별시,도봉구,창동,1132010700
A13275001,창동수산트리플아파트,서울특별시,도봉구,창동,1132010700
A13275301,도봉양우내안애아파트,서울특별시,도봉구,도봉동,1132010800
A13275302,도봉서원제2,서울특별시,도봉구,도봉동,1132010800
A13276414,방학신동아3단지,서울특별시,도봉구,방학동,1132010600
A13276417,벽산1,서울특별시,도봉구,방학동,1132010600
A13280104,도봉유원아파트,서울특별시,도봉구,도봉동,1132010800
A13282510,방학우성2차,서울특별시,도봉구,방학동,1132010600
A13283405,방학벽산2차,서울특별시,도봉구,방학동,1132010600
A13283611,방학신동아2단지,서울특별시,도봉구,방학동,1132010600
A13285305,방학거성학마을,서울특별시,도봉구,방학동,1132010600
A13285401,브라운스톤 방학아파트,서울특별시,도봉구,방학동,1132010600
A13285503,방학동양크레오,서울특별시,도봉구,방학동,1132010600
A13285601,방학신동아5단지,서울특별시,도봉구,방학동,1132010600
A13286106,쌍문성원,서울특별시,도봉구,쌍문동,1132010500
A13286109,쌍문현대1차,서울특별시,도봉구,쌍문동,1132010500
A13286110,"쌍문한양2,3,4차",서울특별시,도봉구,쌍문동,1132010500
A13286203,쌍문경남,서울특별시,도봉구,쌍문동,1132010500
A13286304,쌍문삼익,서울특별시,도봉구,쌍문동,1132010500
A13286904,쌍문한양7차,서울특별시,도봉구,쌍문동,1132010500
A13287503,쌍문동익파크,서울특별시,도봉구,쌍문동,1132010500
A13290105,창동주공18단지,서울특별시,도봉구,창동,1132010700
A13290107,창동주공19단지,서울특별시,도봉구,창동,1132010700
A13290404,창동금호어울림,서울특별시,도봉구,창동,1132010700
A13290809,창동주공1단지,서울특별시,도봉구,창동,1132010700
A13292002,창동한신,서울특별시,도봉구,창동,1132010700
A13292501,창동현대타운(주복),서울특별시,도봉구,창동,1132010700
A13292701,창동성원,서울특별시,도봉구,창동,1132010700
A13295201,브라운스톤쌍문,서울특별시,도봉구,쌍문동,1132010500
A13302001,청계벽산,서울특별시,성동구,하왕십리동,1120010200
A13302201,한진해모로,서울특별시,중구,신당동,1114016200
A13302203,하왕극동미라주,서울특별시,성동구,하왕십리동,1120010200
A13302204,하왕금호베스트빌,서울특별시,성동구,하왕십리동,1120010200
A13302206,왕십리풍림아이원,서울특별시,성동구,하왕십리동,1120010200
A13305002,마장동 대성유니드 아파트,서울특별시,성동구,마장동,1120010500
A13305003,마장신성미소지움,서울특별시,성동구,마장동,1120010500
A13305005,마장SH-vill임대,서울특별시,성동구,마장동,1120010500
A13305006,마장삼성,서울특별시,성동구,마장동,1120010500
A13307002,서울숲행당푸르지오,서울특별시,성동구,행당동,1120010700
A13307101,서울숲삼부아파트,서울특별시,성동구,행당동,1120010700
A13307201,행당브라운스톤,서울특별시,성동구,행당동,1120010700
A13307202,신동아,서울특별시,성동구,행당동,1120010700
A13307204,행당대림,서울특별시,성동구,행당동,1120010700
A13308005,응봉대림1차,서울특별시,성동구,응봉동,1120010800
A13309102,금호삼성래미안,서울특별시,성동구,금호동1가,1120010900
A13309402,금호동롯데아파트,서울특별시,성동구,금호동4가,1120011200
A13183202,용마한신2차아파트,서울특별시,중랑구,면목동,1126010100
A13183204,용마한신,서울특별시,중랑구,면목동,1126010100
A13183303,용마동아아파트,서울특별시,중랑구,면목동,1126010100
A13183405,면목대원칸타빌,서울특별시,중랑구,면목동,1126010100
A13183502,면목삼익,서울특별시,중랑구,면목동,1126010100
A13183504,면목늘푸른동아아파트,서울특별시,중랑구,면목동,1126010100
A13183701,아남리치카운티,서울특별시,중랑구,면목동,1126010100
A13184107,"면목두산4,5단지",서울특별시,중랑구,면목동,1126010100
A13184301,면목신성은하수,서울특별시,중랑구,면목동,1126010100
A13184502,면목성원,서울특별시,중랑구,면목동,1126010100
A13184609,신내4단지,서울특별시,중랑구,묵동,1126010400
A13184610,신내5단지대림두산,서울특별시,중랑구,묵동,1126010400
A13185402,묵동한국,서울특별시,중랑구,묵동,1126010400
A13185501,묵동세방,서울특별시,중랑구,묵동,1126010400
A13185502,묵동신안2차,서울특별시,중랑구,묵동,1126010400
A13185507,묵동신안1차,서울특별시,중랑구,묵동,1126010400
A13185603,신내건영1차,서울특별시,중랑구,상봉동,1126010200
A13185607,신내건영2차아파트,서울특별시,중랑구,상봉동,1126010200
A13186306,신내12단지,서울특별시,중랑구,상봉동,1126010200
A13186401,동부아파트,서울특별시,중랑구,상봉동,1126010200
A13186503,신내석탑,서울특별시,중랑구,신내동,1126010600
A13186504,신내영풍마드레빌,서울특별시,중랑구,신내동,1126010600
A13186708,신내동성1차2차,서울특별시,중랑구,신내동,1126010600
A13186801,신내다우훼밀리,서울특별시,중랑구,신내동,1126010600
A13187004,신내성원,서울특별시,중랑구,신내동,1126010600
A13187201,신내8단지두산화성,서울특별시,중랑구,신내동,1126010600
A13187302,신내대명11단지,서울특별시,중랑구,신내동,1126010600
A13187306,신내10단지,서울특별시,중랑구,신내동,1126010600
A13187406,신내새한아파트,서울특별시,중랑구,신내동,1126010600
A13187702,중화한신아파트,서울특별시,중랑구,중화동,1126010300
A13201002,서울도봉,서울특별시,도봉구,도봉동,1132010800
A13201202,도봉파크빌3단지,서울특별시,도봉구,도봉동,1132010800
A13201203,도봉극동아파트,서울특별시,도봉구,도봉동,1132010800
A13201206,도봉동아에코빌,서울특별시,도봉구,도봉동,1132010800
A13201207,도봉삼환,서울특별시,도봉구,도봉동,1132010800
A13201208,서원아파트,서울특별시,도봉구,도봉동,1132010800
A13201209,도봉한신,서울특별시,도봉구,도봉동,1132010800
A13410006,강일리버파크4단지,서울특별시,강동구,강일동,1174011000
A13410007,강일리버파크9단지,서울특별시,강동구,강일동,1174011000
A13410008,강일리버파크3단지,서울특별시,강동구,강일동,1174011000
A13410011,고덕리엔파크2단지,서울특별시,강동구,강일동,1174011000
A13410012,고덕리엔파크1단지,서울특별시,강동구,강일동,1174011000
A13470101,길동삼익파크,서울특별시,강동구,길동,1174010500
A13470502,신성둔촌미소지움2차,서울특별시,강동구,둔촌동,1174010600
A13470503,둔촌푸르지오,서울특별시,강동구,둔촌동,1174010600
A13470504,둔촌현대3차,서울특별시,강동구,둔촌동,1174010600
A13472201,천호삼성임대,서울특별시,강동구,천호동,1174010900
A13472701,고덕리엔파크3단지,서울특별시,강동구,상일동,1174010300
A13480401,고덕현대,서울특별시,강동구,고덕동,1174010200
A13480403,고덕아남,서울특별시,강동구,고덕동,1174010200
A13481001,길동우성1차,서울특별시,강동구,길동,1174010500
A13481305,길동우성2차,서울특별시,강동구,길동,1174010500
A13482505,명일동우성,서울특별시,강동구,명일동,1174010100
A13482801,명일현대,서울특별시,강동구,명일동,1174010100
A13484003,성내현대,서울특별시,강동구,성내동,1174010800
A13484102,성내코오롱,서울특별시,강동구,성내동,1174010800
A13484501,둔촌역청구아파트,서울특별시,강동구,성내동,1174010800
A13485301,강동현대홈타운,서울특별시,강동구,암사동,1174010700
A13485401,암사동한솔아파트,서울특별시,강동구,암사동,1174010700
A13486102,천호금호,서울특별시,강동구,천호동,1174010900
A13486504,천호동아하이빌,서울특별시,강동구,천호동,1174010900
A13486701,천호삼익,서울특별시,강동구,천호동,1174010900
A13486703,천호유원,서울특별시,강동구,천호동,1174010900
A13487102,천호현대타워,서울특별시,강동구,천호동,1174010900
A13488104,길동GS강동자이,서울특별시,강동구,길동,1174010500
A13501001,동양파라곤,서울특별시,강남구,논현동,1168010800
A13501002,마일스디오빌,서울특별시,강남구,논현동,1168010800
A13501005,논현두산위브1단지,서울특별시,강남구,논현동,1168010800
A13508002,역삼경남,서울특별시,강남구,역삼동,1168010100
A13508004,역삼동부센트레빌,서울특별시,강남구,역삼동,1168010100
A13508005,역삼한스빌아파트,서울특별시,강남구,역삼동,1168010100
A13508006,역삼래미안펜타빌,서울특별시,강남구,역삼동,1168010100
A13508009,역삼아이파크,서울특별시,강남구,역삼동,1168010100
A13508010,역삼쌍용플래티넘밸류,서울특별시,강남구,역삼동,1168010100
A13508012,테헤란 IPARK,서울특별시,강남구,역삼동,1168010100
A13509001,삼성현대,서울특별시,강남구,삼성동,1168010500
A13509003,삼성풍림아파트1차,서울특별시,강남구,삼성동,1168010500
